kind,qa_path,user,trial,action,unit_dir,f0,f1,nf,t0,t1,fps
train_hau,HAU/user1/6-1-1,user1,6-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/6-1-1",19.0,145.0,127.0,14151397.816,14151410.416,10.000000000295659
train_hau,HAU/user1/6-1-2,user1,6-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/6-1-2",14.0,117.0,104.0,14151258.316,14151268.616,9.999999999276643
train_hau,HAU/user1/6-1-3,user1,6-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/6-1-3",10.0,73.0,64.0,14151458.916,14151465.216,9.999999998817367
train_hau,HAU/user1/6-2-1,user1,6-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/6-2-1",15.0,319.0,305.0,14051150.416,14051180.816,9.999999999877458
train_hau,HAU/user1/6-2-2,user1,6-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/6-2-2",20.0,304.0,285.0,14051381.916,14051410.316,9.999999999868828
train_hau,HAU/user1/6-2-3,user1,6-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/6-2-3",19.0,220.0,202.0,14051563.816,14051583.916,10.000000000185338
train_hau,HAU/user1/7-1-1,user1,7-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/7-1-1",26.0,457.0,432.0,14052206.516,14052249.616,10.000000000086434
train_hau,HAU/user1/7-1-2,user1,7-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/7-1-2",32.0,437.0,406.0,14052470.116,14052510.616,10.0
train_hau,HAU/user1/7-1-3,user1,7-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user1/7-1-3",27.0,287.0,261.0,14052657.616,14052683.616,10.0
train_hau,HAU/user16/1-1-1,user16,1-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/1-1-1",29.0,197.0,169.0,16973016.816,16973033.616,9.999999999556513
train_hau,HAU/user16/1-1-2,user16,1-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/1-1-2",25.0,197.0,173.0,16973113.416,16973130.616,10.000000000433173
train_hau,HAU/user16/1-1-3,user16,1-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/1-1-3",30.0,98.0,69.0,16973192.916,16973199.716,10.000000004382695
train_hau,HAU/user16/1-2-1,user16,1-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/1-2-1",17.0,204.0,188.0,17072297.616,17072316.316,10.000000000398426
train_hau,HAU/user16/1-2-2,user16,1-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/1-2-2",20.0,257.0,238.0,17072385.916,17072409.616,10.00000000031437
train_hau,HAU/user16/1-2-3,user16,1-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/1-2-3",3.0,138.0,136.0,17072477.216,17072490.716,10.0
train_hau,HAU/user16/2-1-1,user16,2-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-1-1",21.0,193.0,173.0,17072623.016,17072640.216,10.000000000433173
train_hau,HAU/user16/2-1-2,user16,2-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-1-2",19.0,141.0,123.0,17072723.816,17072736.016,10.000000000610703
train_hau,HAU/user16/2-1-3,user16,2-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-1-3",20.0,112.0,93.0,17072806.916,17072816.116,10.000000000809846
train_hau,HAU/user16/2-2-1,user16,2-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-2-1",22.0,117.0,96.0,16973301.116,16973310.616,10.0
train_hau,HAU/user16/2-2-2,user16,2-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-2-2",3.0,90.0,88.0,16973487.216,16973495.916,9.999999996574445
train_hau,HAU/user16/2-2-3,user16,2-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-2-3",24.0,74.0,51.0,16973574.316,16973579.316,10.0
train_hau,HAU/user16/2-3-1,user16,2-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-3-1",19.0,139.0,121.0,17072938.816,17072950.816,10.0
train_hau,HAU/user16/2-3-2,user16,2-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-3-2",5.0,93.0,89.0,17073027.416,17073036.216,10.000000003386628
train_hau,HAU/user16/2-3-3,user16,2-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/2-3-3",15.0,93.0,79.0,17073091.416,17073099.216,10.00000000382081
train_hau,HAU/user16/3-1-1,user16,3-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-1-1",20.0,311.0,292.0,16886767.916,16886797.016,10.0000000007681
train_hau,HAU/user16/3-1-2,user16,3-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-1-2",14.0,335.0,322.0,16886976.316,16887008.416,9.99999999953579
train_hau,HAU/user16/3-1-3,user16,3-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-1-3",21.0,186.0,166.0,16887088.016,16887104.516,10.0
train_hau,HAU/user16/3-2-1,user16,3-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-2-1",20.0,166.0,147.0,17073510.916,17073525.516,10.00000000153094
train_hau,HAU/user16/3-2-2,user16,3-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-2-2",17.0,135.0,119.0,17073612.616,17073624.416,9.999999999368596
train_hau,HAU/user16/3-2-3,user16,3-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-2-3",11.0,102.0,92.0,17073699.016,17073708.116,9.99999999836251
train_hau,HAU/user16/3-3-1,user16,3-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-3-1",17.0,122.0,106.0,17078164.616,17078175.116,10.0
train_hau,HAU/user16/3-3-2,user16,3-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-3-2",12.0,91.0,80.0,17078309.116,17078317.016,10.000000001886223
train_hau,HAU/user16/3-3-3,user16,3-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/3-3-3",12.0,78.0,67.0,17078395.116,17078401.716,10.000000003386628
train_hau,HAU/user16/4-1-1,user16,4-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/4-1-1",9.0,491.0,483.0,16912372.816,16912421.016,10.000000000154577
train_hau,HAU/user16/4-1-2,user16,4-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/4-1-2",5.0,356.0,352.0,16912976.416,16913011.516,10.000000000636803
train_hau,HAU/user16/4-1-3,user16,4-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/4-1-3",16.0,352.0,337.0,16912666.516,16912700.116,9.999999999556513
train_hau,HAU/user16/5-1-1,user16,5-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-1-1",12.0,164.0,153.0,17078693.116,17078708.316,10.00000000049017
train_hau,HAU/user16/5-1-2,user16,5-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-1-2",13.0,150.0,138.0,17078922.216,17078935.916,9.999999997824649
train_hau,HAU/user16/5-1-3,user16,5-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-1-3",1.0,126.0,126.0,17079041.016,17079053.516,10.0
train_hau,HAU/user16/5-2-1,user16,5-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-2-1",8.0,138.0,131.0,17073832.716,17073845.716,10.0
train_hau,HAU/user16/5-2-2,user16,5-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-2-2",13.0,128.0,116.0,17073910.216,17073921.716,10.0
train_hau,HAU/user16/5-2-3,user16,5-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-2-3",10.0,83.0,74.0,17073987.916,17073995.216,10.00000000408251
train_hau,HAU/user16/5-3-1,user16,5-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-3-1",23.0,643.0,621.0,16887732.216,16887794.216,10.0
train_hau,HAU/user16/5-3-2,user16,5-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-3-2",25.0,413.0,389.0,16887879.416,16887918.216,10.0000000007681
train_hau,HAU/user16/5-3-3,user16,5-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/5-3-3",19.0,273.0,255.0,16888053.816,16888079.216,10.00000000058666
train_hau,HAU/user16/6-1-1,user16,6-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/6-1-1",18.0,338.0,321.0,16888278.716,16888310.716,10.0
train_hau,HAU/user16/6-1-2,user16,6-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/6-1-2",24.0,171.0,148.0,16888536.316,16888551.016,10.000000000506843
train_hau,HAU/user16/6-1-3,user16,6-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/6-1-3",19.0,199.0,181.0,16888662.816,16888680.816,10.0
train_hau,HAU/user16/6-2-1,user16,6-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/6-2-1",9.0,414.0,406.0,17074336.816,17074377.316,10.0
train_hau,HAU/user16/6-2-2,user16,6-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/6-2-2",8.0,309.0,302.0,17074476.716,17074506.816,9.999999999504945
train_hau,HAU/user16/6-2-3,user16,6-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/6-2-3",6.0,426.0,421.0,17074700.516,17074742.516,10.0
train_hau,HAU/user16/7-1-1,user16,7-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-1-1",3.0,152.0,150.0,16913108.216,16913123.116,9.999999998499883
train_hau,HAU/user16/7-1-2,user16,7-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-1-2",17.0,104.0,88.0,16913213.616,16913222.316,10.000000000856389
train_hau,HAU/user16/7-1-3,user16,7-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-1-3",24.0,73.0,50.0,16913306.316,16913311.216,10.000000003041054
train_hau,HAU/user16/7-2-1,user16,7-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-2-1",6.0,203.0,198.0,17074865.516,17074885.216,10.000000000378202
train_hau,HAU/user16/7-2-2,user16,7-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-2-2",14.0,181.0,168.0,17074951.316,17074968.016,10.000000000446143
train_hau,HAU/user16/7-2-3,user16,7-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-2-3",5.0,135.0,131.0,17075097.416,17075110.416,10.0
train_hau,HAU/user16/7-3-1,user16,7-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-3-1",15.0,189.0,175.0,16913393.416,16913410.816,10.000000000856389
train_hau,HAU/user16/7-3-2,user16,7-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-3-2",14.0,200.0,187.0,16913466.316,16913484.916,9.999999999198863
train_hau,HAU/user16/7-3-3,user16,7-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user16/7-3-3",10.0,128.0,119.0,16913544.916,16913556.716,10.00000000252562
train_hau,HAU/user17/1-1-1,user17,1-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/1-1-1",15.0,326.0,312.0,16973888.416,16973919.516,10.000000000718705
train_hau,HAU/user17/1-1-2,user17,1-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/1-1-2",8.0,196.0,189.0,16973987.716,16974006.516,9.999999999603693
train_hau,HAU/user17/1-1-3,user17,1-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/1-1-3",8.0,184.0,177.0,16974067.716,16974085.316,9.999999999153344
train_hau,HAU/user17/1-2-1,user17,1-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/1-2-1",17.0,394.0,378.0,16889258.616,16889296.316,10.000000000197629
train_hau,HAU/user17/1-2-2,user17,1-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/1-2-2",18.0,198.0,181.0,16889396.716,16889414.716,10.0
train_hau,HAU/user17/1-2-3,user17,1-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/1-2-3",15.0,238.0,224.0,16889492.416,16889514.716,10.000000001336428
train_hau,HAU/user17/2-1-1,user17,2-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/2-1-1",14.0,282.0,269.0,17068304.316,17068331.116,9.999999999721993
train_hau,HAU/user17/2-1-2,user17,2-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/2-1-2",15.0,213.0,199.0,17068396.416,17068416.216,10.000000001505168
train_hau,HAU/user17/2-1-3,user17,2-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/2-1-3",16.0,193.0,178.0,17068471.516,17068489.216,10.000000000420936
train_hau,HAU/user17/2-2-1,user17,2-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/2-2-1",18.0,338.0,321.0,16890277.716,16890309.716,10.0
train_hau,HAU/user17/2-2-2,user17,2-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/2-2-2",9.0,323.0,315.0,16890409.816,16890441.216,10.000000000474559
train_hau,HAU/user17/2-2-3,user17,2-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/2-2-3",16.0,173.0,158.0,16890510.516,16890526.216,10.000000000474559
train_hau,HAU/user17/3-1-1,user17,3-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-1-1",18.0,372.0,355.0,16890646.716,16890682.116,9.999999999368596
train_hau,HAU/user17/3-1-2,user17,3-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-1-2",9.0,274.0,266.0,16890772.816,16890799.316,10.0
train_hau,HAU/user17/3-1-3,user17,3-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-1-3",12.0,174.0,163.0,16890918.116,16890934.316,10.000000000459913
train_hau,HAU/user17/3-2-1,user17,3-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-2-1",19.0,168.0,150.0,17068566.816,17068581.716,10.000000001000078
train_hau,HAU/user17/3-2-2,user17,3-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-2-2",16.0,136.0,121.0,17068662.516,17068674.516,10.0
train_hau,HAU/user17/3-2-3,user17,3-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-2-3",19.0,132.0,114.0,17068742.816,17068754.116,9.999999999340657
train_hau,HAU/user17/3-3-1,user17,3-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-3-1",17.0,91.0,75.0,16891052.616,16891060.016,10.000000002013671
train_hau,HAU/user17/3-3-2,user17,3-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-3-2",16.0,75.0,60.0,16891138.516,16891144.416,9.999999996211569
train_hau,HAU/user17/3-3-3,user17,3-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/3-3-3",7.0,60.0,54.0,16891212.616,16891217.916,9.99999999859423
train_hau,HAU/user17/4-1-1,user17,4-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/4-1-1",14.0,489.0,476.0,16910577.316,16910624.816,10.0
train_hau,HAU/user17/4-1-2,user17,4-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/4-1-2",21.0,395.0,375.0,16910723.016,16910760.416,9.99999999940236
train_hau,HAU/user17/4-1-3,user17,4-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/4-1-3",19.0,318.0,300.0,16910838.816,16910868.716,10.000000000498366
train_hau,HAU/user17/5-1-1,user17,5-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/5-1-1",15.0,186.0,172.0,16891636.416,16891653.516,10.00000000130712
train_hau,HAU/user17/5-1-2,user17,5-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/5-1-2",12.0,125.0,114.0,16891765.116,16891776.416,9.999999999340657
train_hau,HAU/user17/5-1-3,user17,5-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/5-1-3",14.0,91.0,78.0,16891847.316,16891855.016,10.000000000967608
train_hau,HAU/user17/5-2-1,user17,5-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user17/5-2-1",18.0,150.0,133.0,17068901.716,17068914.916,9.999999997742249
