true_label,pred_label,n,is_diagonal
Calmly,Deliberately,0,False
Calmly,Diligently,0,False
Calmly,Eagerly,0,False
Calmly,Earnestly,0,False
Calmly,Evenly,0,False
Calmly,Firmly,0,False
Calmly,Forcefully,0,False
Calmly,Frantically,0,False
Calmly,Gently,0,False
Calmly,Gracefully,1,False
Calmly,Hasitly,0,False
Calmly,Hastily,0,False
Calmly,Hurriedly,0,False
Calmly,Impatiently,0,False
Calmly,Intently,0,False
Calmly,Joyfully,0,False
Calmly,Lazily,0,False
Calmly,Leisurely,1,False
Calmly,Lightly,0,False
Calmly,Methodically,0,False
Calmly,Meticulously,0,False
Calmly,Naturally,0,False
Calmly,Neatly,0,False
Calmly,Nervously,0,False
Calmly,Orderly,0,False
Calmly,Patiently,0,False
Calmly,Peacefully,0,False
Calmly,Precisely,0,False
Calmly,Quickly,0,False
Calmly,Quietly,0,False
Calmly,Rapidly,0,False
Calmly,Relaxedly,0,False
Calmly,Restlessly,0,False
Calmly,Seriously,0,False
Calmly,Slowly,1,False
Calmly,Smoothly,0,False
Calmly,Softly,0,False
Calmly,Soothingly,0,False
Calmly,Steadily,0,False
Calmly,Swiftly,0,False
Calmly,Tensely,0,False
Calmly,Tensly,0,False
Calmly,Thoroughly,0,False
Calmly,Unhurriedly,0,False
Calmly,Urgently,0,False
Calmly,quickly,0,False
Carefully,Absentmindedly,0,False
Carefully,Anxiously,0,False
Carefully,Attentively,0,False
Carefully,Briskly,0,False
Carefully,Calmly,1,False
Carefully,Carefully,14,True
Carefully,Casually,0,False
Carefully,Cautiously,0,False
Carefully,Confidently,0,False
Carefully,Contently,0,False
Carefully,Deliberately,0,False
Carefully,Diligently,0,False
Carefully,Eagerly,0,False
Carefully,Earnestly,0,False
Carefully,Evenly,0,False
Carefully,Firmly,0,False
Carefully,Forcefully,0,False
Carefully,Frantically,0,False
Carefully,Gently,1,False
Carefully,Gracefully,0,False
Carefully,Hasitly,0,False
Carefully,Hastily,0,False
Carefully,Hurriedly,1,False
Carefully,Impatiently,0,False
Carefully,Intently,0,False
Carefully,Joyfully,0,False
Carefully,Lazily,0,False
Carefully,Leisurely,0,False
Carefully,Lightly,0,False
Carefully,Methodically,0,False
Carefully,Meticulously,2,False
Carefully,Naturally,0,False
Carefully,Neatly,0,False
Carefully,Nervously,0,False
Carefully,Orderly,0,False
Carefully,Patiently,0,False
Carefully,Peacefully,1,False
Carefully,Precisely,0,False
Carefully,Quickly,0,False
Carefully,Quietly,0,False
Carefully,Rapidly,1,False
Carefully,Relaxedly,0,False
Carefully,Restlessly,0,False
Carefully,Seriously,0,False
Carefully,Slowly,0,False
Carefully,Smoothly,0,False
Carefully,Softly,0,False
Carefully,Soothingly,0,False
Carefully,Steadily,0,False
Carefully,Swiftly,0,False
Carefully,Tensely,0,False
Carefully,Tensly,0,False
Carefully,Thoroughly,0,False
Carefully,Unhurriedly,0,False
Carefully,Urgently,0,False
Carefully,quickly,0,False
Casually,Absentmindedly,0,False
Casually,Anxiously,0,False
Casually,Attentively,0,False
Casually,Briskly,0,False
Casually,Calmly,0,False
Casually,Carefully,0,False
Casually,Casually,11,True
Casually,Cautiously,0,False
Casually,Confidently,0,False
Casually,Contently,0,False
Casually,Deliberately,0,False
Casually,Diligently,0,False
Casually,Eagerly,0,False
Casually,Earnestly,0,False
Casually,Evenly,0,False
Casually,Firmly,0,False
Casually,Forcefully,0,False
Casually,Frantically,0,False
Casually,Gently,0,False
Casually,Gracefully,0,False
Casually,Hasitly,0,False
Casually,Hastily,0,False
Casually,Hurriedly,0,False
Casually,Impatiently,0,False
Casually,Intently,0,False
Casually,Joyfully,0,False
Casually,Lazily,0,False
Casually,Leisurely,0,False
Casually,Lightly,0,False
Casually,Methodically,0,False
Casually,Meticulously,0,False
Casually,Naturally,0,False
Casually,Neatly,0,False
Casually,Nervously,0,False
Casually,Orderly,0,False
Casually,Patiently,0,False
Casually,Peacefully,0,False
Casually,Precisely,0,False
Casually,Quickly,0,False
Casually,Quietly,0,False
Casually,Rapidly,0,False
Casually,Relaxedly,0,False
Casually,Restlessly,0,False
Casually,Seriously,0,False
Casually,Slowly,0,False
Casually,Smoothly,0,False
Casually,Softly,0,False
Casually,Soothingly,0,False
Casually,Steadily,0,False
Casually,Swiftly,0,False
Casually,Tensely,0,False
Casually,Tensly,0,False
Casually,Thoroughly,0,False
Casually,Unhurriedly,0,False
Casually,Urgently,0,False
Casually,quickly,0,False
Cautiously,Absentmindedly,0,False
Cautiously,Anxiously,0,False
Cautiously,Attentively,0,False
Cautiously,Briskly,0,False
Cautiously,Calmly,0,False
Cautiously,Carefully,0,False
Cautiously,Casually,0,False
Cautiously,Cautiously,5,True
Cautiously,Confidently,0,False
Cautiously,Contently,0,False
Cautiously,Deliberately,0,False
Cautiously,Diligently,0,False
Cautiously,Eagerly,0,False
Cautiously,Earnestly,0,False
Cautiously,Evenly,0,False
Cautiously,Firmly,0,False
Cautiously,Forcefully,0,False
Cautiously,Frantically,0,False
Cautiously,Gently,0,False
Cautiously,Gracefully,0,False
Cautiously,Hasitly,0,False
Cautiously,Hastily,0,False
Cautiously,Hurriedly,0,False
Cautiously,Impatiently,0,False
Cautiously,Intently,0,False
Cautiously,Joyfully,0,False
Cautiously,Lazily,0,False
Cautiously,Leisurely,0,False
Cautiously,Lightly,0,False
Cautiously,Methodically,0,False
Cautiously,Meticulously,0,False
Cautiously,Naturally,0,False
Cautiously,Neatly,0,False
Cautiously,Nervously,0,False
Cautiously,Orderly,0,False
Cautiously,Patiently,0,False
Cautiously,Peacefully,0,False
Cautiously,Precisely,0,False
Cautiously,Quickly,0,False
Cautiously,Quietly,0,False
Cautiously,Rapidly,0,False
Cautiously,Relaxedly,0,False
Cautiously,Restlessly,0,False
Cautiously,Seriously,0,False
Cautiously,Slowly,0,False
Cautiously,Smoothly,0,False
Cautiously,Softly,0,False
Cautiously,Soothingly,0,False
Cautiously,Steadily,0,False
Cautiously,Swiftly,0,False
Cautiously,Tensely,0,False
Cautiously,Tensly,0,False
Cautiously,Thoroughly,0,False
Cautiously,Unhurriedly,0,False
Cautiously,Urgently,0,False
Cautiously,quickly,0,False
Confidently,Absentmindedly,0,False
Confidently,Anxiously,0,False
Confidently,Attentively,0,False
Confidently,Briskly,0,False
Confidently,Calmly,0,False
Confidently,Carefully,0,False
Confidently,Casually,0,False
Confidently,Cautiously,0,False
Confidently,Confidently,0,True
Confidently,Contently,0,False
Confidently,Deliberately,0,False
Confidently,Diligently,0,False
Confidently,Eagerly,0,False
Confidently,Earnestly,0,False
Confidently,Evenly,0,False
Confidently,Firmly,0,False
Confidently,Forcefully,0,False
Confidently,Frantically,0,False
Confidently,Gently,0,False
Confidently,Gracefully,0,False
Confidently,Hasitly,0,False
Confidently,Hastily,0,False
Confidently,Hurriedly,1,False
Confidently,Impatiently,0,False
Confidently,Intently,0,False
Confidently,Joyfully,0,False
Confidently,Lazily,0,False
Confidently,Leisurely,0,False
Confidently,Lightly,0,False
Confidently,Methodically,0,False
Confidently,Meticulously,0,False
Confidently,Naturally,0,False
Confidently,Neatly,0,False
Confidently,Nervously,0,False
Confidently,Orderly,0,False
Confidently,Patiently,0,False
Confidently,Peacefully,0,False
Confidently,Precisely,0,False
Confidently,Quickly,0,False
Confidently,Quietly,0,False
Confidently,Rapidly,0,False
Confidently,Relaxedly,0,False
Confidently,Restlessly,0,False
Confidently,Seriously,0,False
Confidently,Slowly,0,False
Confidently,Smoothly,0,False
Confidently,Softly,0,False
Confidently,Soothingly,0,False
Confidently,Steadily,0,False
Confidently,Swiftly,0,False
Confidently,Tensely,0,False
Confidently,Tensly,0,False
Confidently,Thoroughly,0,False
Confidently,Unhurriedly,0,False
Confidently,Urgently,0,False
Confidently,quickly,0,False
Contently,Absentmindedly,0,False
Contently,Anxiously,0,False
Contently,Attentively,0,False
Contently,Briskly,0,False
Contently,Calmly,0,False
Contently,Carefully,0,False
Contently,Casually,0,False
Contently,Cautiously,0,False
Contently,Confidently,0,False
Contently,Contently,1,True
Contently,Deliberately,0,False
Contently,Diligently,0,False
Contently,Eagerly,0,False
Contently,Earnestly,0,False
Contently,Evenly,0,False
Contently,Firmly,0,False
Contently,Forcefully,0,False
Contently,Frantically,0,False
Contently,Gently,0,False
Contently,Gracefully,0,False
Contently,Hasitly,0,False
Contently,Hastily,0,False
Contently,Hurriedly,0,False
Contently,Impatiently,0,False
Contently,Intently,0,False
Contently,Joyfully,0,False
Contently,Lazily,2,False
Contently,Leisurely,0,False
Contently,Lightly,0,False
Contently,Methodically,0,False
Contently,Meticulously,0,False
Contently,Naturally,0,False
Contently,Neatly,0,False
Contently,Nervously,0,False
Contently,Orderly,0,False
Contently,Patiently,0,False
Contently,Peacefully,0,False
Contently,Precisely,0,False
Contently,Quickly,0,False
Contently,Quietly,0,False
Contently,Rapidly,0,False
Contently,Relaxedly,0,False
Contently,Restlessly,0,False
Contently,Seriously,0,False
Contently,Slowly,0,False
Contently,Smoothly,0,False
Contently,Softly,0,False
Contently,Soothingly,0,False
Contently,Steadily,0,False
Contently,Swiftly,0,False
Contently,Tensely,0,False
Contently,Tensly,0,False
Contently,Thoroughly,0,False
Contently,Unhurriedly,0,False
Contently,Urgently,0,False
Contently,quickly,0,False
Deliberately,Absentmindedly,0,False
Deliberately,Anxiously,0,False
Deliberately,Attentively,0,False
Deliberately,Briskly,0,False
Deliberately,Calmly,0,False
Deliberately,Carefully,0,False
Deliberately,Casually,0,False
Deliberately,Cautiously,0,False
Deliberately,Confidently,0,False
Deliberately,Contently,0,False
Deliberately,Deliberately,2,True
Deliberately,Diligently,0,False
Deliberately,Eagerly,0,False
Deliberately,Earnestly,0,False
Deliberately,Evenly,0,False
Deliberately,Firmly,0,False
Deliberately,Forcefully,0,False
Deliberately,Frantically,0,False
Deliberately,Gently,0,False
Deliberately,Gracefully,0,False
Deliberately,Hasitly,0,False
Deliberately,Hastily,0,False
Deliberately,Hurriedly,0,False
Deliberately,Impatiently,0,False
Deliberately,Intently,0,False
Deliberately,Joyfully,0,False
Deliberately,Lazily,0,False
Deliberately,Leisurely,0,False
Deliberately,Lightly,0,False
Deliberately,Methodically,0,False
Deliberately,Meticulously,0,False
Deliberately,Naturally,0,False
Deliberately,Neatly,0,False
Deliberately,Nervously,0,False
Deliberately,Orderly,0,False
Deliberately,Patiently,0,False
Deliberately,Peacefully,0,False
Deliberately,Precisely,0,False
Deliberately,Quickly,0,False
Deliberately,Quietly,0,False
Deliberately,Rapidly,0,False
Deliberately,Relaxedly,0,False
Deliberately,Restlessly,0,False
Deliberately,Seriously,0,False
Deliberately,Slowly,0,False
Deliberately,Smoothly,0,False
Deliberately,Softly,0,False
Deliberately,Soothingly,0,False
Deliberately,Steadily,0,False
Deliberately,Swiftly,0,False
Deliberately,Tensely,0,False
Deliberately,Tensly,0,False
Deliberately,Thoroughly,0,False
Deliberately,Unhurriedly,0,False
Deliberately,Urgently,0,False
Deliberately,quickly,0,False
Diligently,Absentmindedly,0,False
Diligently,Anxiously,0,False
Diligently,Attentively,0,False
Diligently,Briskly,0,False
Diligently,Calmly,0,False
Diligently,Carefully,0,False
Diligently,Casually,0,False
Diligently,Cautiously,0,False
Diligently,Confidently,0,False
Diligently,Contently,0,False
Diligently,Deliberately,0,False
Diligently,Diligently,0,True
Diligently,Eagerly,0,False
Diligently,Earnestly,0,False
Diligently,Evenly,0,False
Diligently,Firmly,0,False
Diligently,Forcefully,0,False
Diligently,Frantically,0,False
Diligently,Gently,0,False
Diligently,Gracefully,0,False
Diligently,Hasitly,0,False
Diligently,Hastily,0,False
Diligently,Hurriedly,0,False
Diligently,Impatiently,0,False
Diligently,Intently,0,False
Diligently,Joyfully,0,False
Diligently,Lazily,0,False
Diligently,Leisurely,0,False
Diligently,Lightly,0,False
Diligently,Methodically,0,False
Diligently,Meticulously,0,False
Diligently,Naturally,0,False
Diligently,Neatly,0,False
Diligently,Nervously,0,False
Diligently,Orderly,0,False
Diligently,Patiently,0,False
Diligently,Peacefully,0,False
Diligently,Precisely,0,False
Diligently,Quickly,0,False
Diligently,Quietly,0,False
Diligently,Rapidly,1,False
Diligently,Relaxedly,0,False
Diligently,Restlessly,0,False
Diligently,Seriously,0,False
Diligently,Slowly,0,False
Diligently,Smoothly,0,False
Diligently,Softly,0,False
Diligently,Soothingly,0,False
Diligently,Steadily,0,False
Diligently,Swiftly,0,False
Diligently,Tensely,0,False
Diligently,Tensly,0,False
Diligently,Thoroughly,0,False
Diligently,Unhurriedly,0,False
Diligently,Urgently,0,False
Diligently,quickly,0,False
Eagerly,Absentmindedly,0,False
Eagerly,Anxiously,0,False
Eagerly,Attentively,0,False
Eagerly,Briskly,0,False
Eagerly,Calmly,0,False
Eagerly,Carefully,0,False
Eagerly,Casually,0,False
Eagerly,Cautiously,0,False
Eagerly,Confidently,0,False
Eagerly,Contently,0,False
Eagerly,Deliberately,0,False
Eagerly,Diligently,0,False
Eagerly,Eagerly,1,True
Eagerly,Earnestly,0,False
Eagerly,Evenly,0,False
Eagerly,Firmly,0,False
Eagerly,Forcefully,0,False
Eagerly,Frantically,0,False
Eagerly,Gently,0,False
Eagerly,Gracefully,0,False
Eagerly,Hasitly,0,False
Eagerly,Hastily,0,False
Eagerly,Hurriedly,0,False
Eagerly,Impatiently,0,False
Eagerly,Intently,0,False
Eagerly,Joyfully,0,False
Eagerly,Lazily,0,False
Eagerly,Leisurely,0,False
Eagerly,Lightly,0,False
Eagerly,Methodically,0,False
Eagerly,Meticulously,0,False
Eagerly,Naturally,0,False
Eagerly,Neatly,0,False
Eagerly,Nervously,0,False
Eagerly,Orderly,0,False
Eagerly,Patiently,0,False
Eagerly,Peacefully,0,False
Eagerly,Precisely,0,False
Eagerly,Quickly,0,False
Eagerly,Quietly,0,False
Eagerly,Rapidly,0,False
Eagerly,Relaxedly,0,False
Eagerly,Restlessly,0,False
Eagerly,Seriously,0,False
Eagerly,Slowly,0,False
Eagerly,Smoothly,0,False
Eagerly,Softly,0,False
Eagerly,Soothingly,0,False
Eagerly,Steadily,0,False
Eagerly,Swiftly,0,False
Eagerly,Tensely,0,False
Eagerly,Tensly,0,False
Eagerly,Thoroughly,0,False
Eagerly,Unhurriedly,0,False
Eagerly,Urgently,0,False
Eagerly,quickly,0,False
Earnestly,Absentmindedly,0,False
Earnestly,Anxiously,0,False
Earnestly,Attentively,0,False
Earnestly,Briskly,0,False
Earnestly,Calmly,0,False
Earnestly,Carefully,0,False
Earnestly,Casually,0,False
Earnestly,Cautiously,0,False
Earnestly,Confidently,0,False
Earnestly,Contently,0,False
Earnestly,Deliberately,0,False
Earnestly,Diligently,0,False
Earnestly,Eagerly,0,False
Earnestly,Earnestly,0,True
Earnestly,Evenly,0,False
Earnestly,Firmly,0,False
Earnestly,Forcefully,0,False
Earnestly,Frantically,0,False
Earnestly,Gently,0,False
Earnestly,Gracefully,0,False
Earnestly,Hasitly,0,False
Earnestly,Hastily,0,False
Earnestly,Hurriedly,0,False
Earnestly,Impatiently,0,False
Earnestly,Intently,0,False
Earnestly,Joyfully,0,False
Earnestly,Lazily,0,False
Earnestly,Leisurely,0,False
Earnestly,Lightly,0,False
Earnestly,Methodically,0,False
Earnestly,Meticulously,0,False
Earnestly,Naturally,0,False
Earnestly,Neatly,0,False
Earnestly,Nervously,0,False
Earnestly,Orderly,0,False
Earnestly,Patiently,0,False
Earnestly,Peacefully,0,False
Earnestly,Precisely,0,False
Earnestly,Quickly,1,False
Earnestly,Quietly,0,False
Earnestly,Rapidly,0,False
Earnestly,Relaxedly,0,False
Earnestly,Restlessly,0,False
Earnestly,Seriously,0,False
Earnestly,Slowly,0,False
Earnestly,Smoothly,0,False
Earnestly,Softly,0,False
Earnestly,Soothingly,0,False
Earnestly,Steadily,0,False
Earnestly,Swiftly,0,False
Earnestly,Tensely,0,False
Earnestly,Tensly,0,False
Earnestly,Thoroughly,0,False
Earnestly,Unhurriedly,0,False
Earnestly,Urgently,0,False
Earnestly,quickly,0,False
Evenly,Absentmindedly,0,False
Evenly,Anxiously,0,False
Evenly,Attentively,0,False
Evenly,Briskly,0,False
Evenly,Calmly,0,False
Evenly,Carefully,0,False
Evenly,Casually,0,False
Evenly,Cautiously,0,False
Evenly,Confidently,0,False
Evenly,Contently,0,False
Evenly,Deliberately,0,False
Evenly,Diligently,0,False
Evenly,Eagerly,0,False
Evenly,Earnestly,0,False
Evenly,Evenly,9,True
Evenly,Firmly,0,False
Evenly,Forcefully,0,False
Evenly,Frantically,0,False
Evenly,Gently,0,False
Evenly,Gracefully,0,False
Evenly,Hasitly,0,False
Evenly,Hastily,0,False
Evenly,Hurriedly,0,False
Evenly,Impatiently,0,False
Evenly,Intently,0,False
Evenly,Joyfully,0,False
Evenly,Lazily,0,False
Evenly,Leisurely,0,False
Evenly,Lightly,0,False
Evenly,Methodically,0,False
Evenly,Meticulously,0,False
Evenly,Naturally,0,False
Evenly,Neatly,0,False
Evenly,Nervously,0,False
Evenly,Orderly,0,False
Evenly,Patiently,0,False
Evenly,Peacefully,0,False
Evenly,Precisely,0,False
Evenly,Quickly,0,False
Evenly,Quietly,0,False
Evenly,Rapidly,0,False
Evenly,Relaxedly,0,False
Evenly,Restlessly,0,False
Evenly,Seriously,0,False
Evenly,Slowly,1,False
Evenly,Smoothly,0,False
Evenly,Softly,0,False
Evenly,Soothingly,0,False
Evenly,Steadily,0,False
Evenly,Swiftly,0,False
Evenly,Tensely,1,False
Evenly,Tensly,0,False
Evenly,Thoroughly,0,False
Evenly,Unhurriedly,0,False
Evenly,Urgently,0,False
Evenly,quickly,0,False
Firmly,Absentmindedly,0,False
Firmly,Anxiously,0,False
Firmly,Attentively,0,False
Firmly,Briskly,0,False
Firmly,Calmly,0,False
Firmly,Carefully,0,False
Firmly,Casually,0,False
Firmly,Cautiously,0,False
Firmly,Confidently,0,False
Firmly,Contently,0,False
Firmly,Deliberately,0,False
Firmly,Diligently,0,False
Firmly,Eagerly,0,False
Firmly,Earnestly,0,False
Firmly,Evenly,0,False
Firmly,Firmly,1,True
Firmly,Forcefully,0,False
Firmly,Frantically,0,False
Firmly,Gently,0,False
Firmly,Gracefully,0,False
Firmly,Hasitly,0,False
Firmly,Hastily,0,False
Firmly,Hurriedly,0,False
Firmly,Impatiently,0,False
Firmly,Intently,0,False
Firmly,Joyfully,0,False
Firmly,Lazily,0,False
Firmly,Leisurely,0,False
Firmly,Lightly,0,False
Firmly,Methodically,0,False
Firmly,Meticulously,0,False
Firmly,Naturally,0,False
Firmly,Neatly,0,False
Firmly,Nervously,0,False
Firmly,Orderly,0,False
Firmly,Patiently,0,False
Firmly,Peacefully,0,False
Firmly,Precisely,0,False
Firmly,Quickly,0,False
Firmly,Quietly,0,False
Firmly,Rapidly,0,False
Firmly,Relaxedly,0,False
Firmly,Restlessly,0,False
Firmly,Seriously,0,False
Firmly,Slowly,0,False
Firmly,Smoothly,0,False
Firmly,Softly,0,False
Firmly,Soothingly,0,False
Firmly,Steadily,0,False
Firmly,Swiftly,0,False
Firmly,Tensely,0,False
Firmly,Tensly,0,False
Firmly,Thoroughly,0,False
Firmly,Unhurriedly,0,False
Firmly,Urgently,0,False
Firmly,quickly,0,False
Forcefully,Absentmindedly,0,False
Forcefully,Anxiously,0,False
Forcefully,Attentively,0,False
Forcefully,Briskly,0,False
Forcefully,Calmly,0,False
Forcefully,Carefully,0,False
Forcefully,Casually,0,False
Forcefully,Cautiously,0,False
Forcefully,Confidently,0,False
Forcefully,Contently,0,False
Forcefully,Deliberately,0,False
Forcefully,Diligently,0,False
Forcefully,Eagerly,0,False
Forcefully,Earnestly,0,False
Forcefully,Evenly,0,False
Forcefully,Firmly,0,False
Forcefully,Forcefully,1,True
Forcefully,Frantically,0,False
Forcefully,Gently,0,False
Forcefully,Gracefully,0,False
Forcefully,Hasitly,0,False
Forcefully,Hastily,0,False
Forcefully,Hurriedly,0,False
Forcefully,Impatiently,0,False
Forcefully,Intently,0,False
Forcefully,Joyfully,0,False
Forcefully,Lazily,0,False
Forcefully,Leisurely,0,False
Forcefully,Lightly,0,False
Forcefully,Methodically,0,False
Forcefully,Meticulously,0,False
Forcefully,Naturally,0,False
Forcefully,Neatly,0,False
Forcefully,Nervously,0,False
Forcefully,Orderly,0,False
Forcefully,Patiently,0,False
Forcefully,Peacefully,0,False
Forcefully,Precisely,0,False
Forcefully,Quickly,0,False
Forcefully,Quietly,0,False
Forcefully,Rapidly,0,False
Forcefully,Relaxedly,0,False
Forcefully,Restlessly,0,False
Forcefully,Seriously,0,False
Forcefully,Slowly,0,False
