fold,u,truth,p,pred,correct
1,user24,0,0.4790017560763827,0,1
1,user24,1,0.7644173476096839,1,1
1,user24,0,0.46538932725241133,0,1
1,user24,1,0.656795912652721,1,1
1,user24,0,0.478662066885915,0,1
1,user24,1,0.6589616541709908,1,1
1,user24,0,0.43519262609776815,0,1
1,user24,1,0.554087179769632,1,1
2,user18,0,0.20273329926274036,0,1
2,user18,1,0.33855992685780334,0,0
2,user18,0,0.2681638481344354,0,1
2,user18,1,0.26241696910021184,0,0
2,user18,0,0.3805093104666232,0,1
2,user18,1,0.513923657493899,1,1
2,user18,0,0.5688395721842099,1,0
2,user18,1,0.8574690985825028,1,1
2,user18,0,0.5751259241650349,1,0
2,user18,1,0.6949539646099866,1,1
2,user18,0,0.45466834038164655,0,1
2,user18,1,0.4545682356611944,0,0
2,user18,0,0.6689805458289038,1,0
2,user18,1,0.6719067969700822,1,1
2,user18,0,0.2645467280330979,0,1
2,user18,1,0.3296832867858499,0,0
2,user18,0,0.3720004602166331,0,1
2,user18,1,0.47092164683412896,0,0
2,user18,0,0.47137400206839286,0,1
2,user18,1,0.7209041322042921,1,1
2,user18,0,0.44896712266323424,0,1
2,user18,1,0.46312341823257336,0,0
2,user18,0,0.5874178511067729,1,0
2,user18,1,0.6726861849365193,1,1
2,user18,0,0.2022188437182055,0,1
2,user18,1,0.38068455574608706,0,0
2,user18,0,0.5540646096127817,1,0
2,user18,1,0.707417036692439,1,1
2,user20,0,0.4006238502790602,0,1
2,user20,1,0.45950925242472296,0,0
2,user20,0,0.09694805715419637,0,1
2,user20,1,0.17479729874357816,0,0
2,user20,0,0.16659423767371104,0,1
2,user20,1,0.4145803157103085,0,0
2,user20,0,0.30619786330084287,0,1
2,user20,1,0.4584555803565919,0,0
2,user20,0,0.1392677349729779,0,1
2,user20,1,0.29013269634918454,0,0
2,user20,0,0.3182771803597611,0,1
2,user20,1,0.5397908191633463,1,1
2,user20,0,0.393752946267775,0,1
2,user20,1,0.42285197899861804,0,0
2,user20,0,0.3948352804836818,0,1
2,user20,1,0.3936381208915839,0,0
2,user20,0,0.2853359812635564,0,1
2,user20,1,0.2248929255802601,0,0
2,user20,0,0.8245986795264083,1,0
2,user20,1,0.9141390044744993,1,1
2,user20,0,0.5687512465382373,1,0
2,user20,1,0.5817191567545421,1,1
2,user20,0,0.5769634461008816,1,0
2,user20,1,0.6249892431590344,1,1
2,user20,0,0.3322191984624208,0,1
2,user20,1,0.5772293434894366,1,1
2,user20,0,0.17248986565788665,0,1
2,user20,1,0.3255331499791964,0,0
2,user7,0,0.7562777709595332,1,0
2,user7,1,0.7664896343794206,1,1
2,user7,0,0.719202398393329,1,0
2,user7,1,0.7126312610013268,1,1
2,user7,0,0.48436245678249107,0,1
2,user7,1,0.5439090337593272,1,1
2,user7,0,0.5255963204174687,1,0
2,user7,1,0.6272131819484924,1,1
2,user7,0,0.5752838182754271,1,0
2,user7,1,0.8025114964515452,1,1
2,user7,0,0.5952518124023614,1,0
2,user7,1,0.8857666401537596,1,1
2,user7,0,0.551916906129644,1,0
2,user7,1,0.7915478868971783,1,1
2,user7,0,0.41204732172565234,0,1
2,user7,1,0.5256165289803636,1,1
2,user7,0,0.4202286352289694,0,1
2,user7,1,0.6560307285022737,1,1
2,user7,0,0.5214194573270965,1,0
2,user7,1,0.772200676233031,1,1
2,user7,0,0.6131623594744335,1,0
2,user7,1,0.7893290936730563,1,1
2,user7,0,0.7673127783804033,1,0
2,user7,1,0.9089017241326885,1,1
2,user7,0,0.6884882280339135,1,0
2,user7,1,0.9069558867238371,1,1
2,user7,0,0.4203843237409022,0,1
2,user7,1,0.616285910012573,1,1
2,user8,0,0.4912750965229676,0,1
2,user8,1,0.5160797252037205,1,1
2,user8,0,0.5476816410143838,1,0
2,user8,1,0.5667094075777069,1,1
2,user8,0,0.46526018051211987,0,1
2,user8,1,0.6261751291658241,1,1
2,user8,0,0.7624738045106056,1,0
2,user8,1,0.7056705792286105,1,1
2,user8,0,0.7710956829268648,1,0
2,user8,1,0.8546020280665609,1,1
2,user8,0,0.28868611339746186,0,1
2,user8,1,0.24038802308331958,0,0
2,user8,0,0.919948132000826,1,0
2,user8,1,0.9777338260511167,1,1
2,user8,0,0.35963679536387416,0,1
2,user8,1,0.2906425924683607,0,0
2,user8,0,0.6188250200138858,1,0
2,user8,1,0.6990576911283315,1,1
2,user8,0,0.5114031356883287,1,0
2,user8,1,0.7622168916425245,1,1
2,user8,0,0.4445195427899026,0,1
2,user8,1,0.5690060046727896,1,1
2,user8,0,0.5614183675888694,1,0
2,user8,1,0.6369384746057619,1,1
2,user8,0,0.648552181178306,1,0
2,user8,1,0.7869206030391911,1,1
2,user8,0,0.41544560937614344,0,1
2,user8,1,0.6668018433396956,1,1
3,user3,0,0.48309888582755806,0,1
3,user3,1,0.7665853394956758,1,1
3,user3,0,0.27192400348998164,0,1
3,user3,1,0.3216219255747655,0,0
3,user3,0,0.21129004444812047,0,1
3,user3,1,0.2401094112933569,0,0
3,user3,0,0.29134727993013304,0,1
3,user3,1,0.3232365071449562,0,0
3,user3,0,0.4121883780639803,0,1
3,user3,1,0.4190637747573465,0,0
3,user3,0,0.32242583207098907,0,1
3,user3,1,0.5393045939557193,1,1
3,user3,0,0.62975432411161,1,0
3,user3,1,0.6538538809680241,1,1
3,user3,0,0.5075925407026122,1,0
3,user3,1,0.4590020824824817,0,0
3,user3,0,0.39860422391921996,0,1
3,user3,1,0.7099926547298355,1,1
3,user3,0,0.2602412824387981,0,1
3,user3,1,0.5180603586855131,1,1
3,user5,0,0.2321807100550328,0,1
3,user5,1,0.3889242614544022,0,0
3,user5,0,0.30771677569680683,0,1
3,user5,1,0.45220202360103273,0,0
3,user5,0,0.41925296214922075,0,1
3,user5,1,0.5959948912682523,1,1
3,user5,0,0.28685113906898085,0,1
3,user5,1,0.4040450354496506,0,0
3,user5,0,0.3774932213491736,0,1
3,user5,1,0.5648670675788289,1,1
3,user5,0,0.08762145628568417,0,1
3,user5,1,0.15177070100268836,0,0
3,user5,0,0.4815612287652901,0,1
3,user5,1,0.5754345894756913,1,1
3,user5,0,0.32389362707607056,0,1
3,user5,1,0.469027154165183,0,0
3,user5,0,0.4073282537780373,0,1
3,user5,1,0.6265877848016802,1,1
3,user5,0,0.49579931524471954,0,1
3,user5,1,0.6586503695102438,1,1
3,user5,0,0.26871243058978467,0,1
3,user5,1,0.5029186463583021,1,1
3,user5,0,0.2549802164238432,0,1
3,user5,1,0.4244125361671887,0,0
3,user5,0,0.23452303423898851,0,1
3,user5,1,0.4060166003585471,0,0
3,user5,0,0.5825633315946346,1,0
3,user5,1,0.8015348815777865,1,1
3,user9,0,0.736898863907729,1,0
3,user9,1,0.7583155185786928,1,1
3,user9,0,0.8048885857929928,1,0
3,user9,1,0.9039681077266982,1,1
3,user9,0,0.5876432577020865,1,0
3,user9,1,0.7377973257183613,1,1
3,user9,0,0.9652970384848618,1,0
3,user9,1,0.959507364078504,1,1
3,user9,0,0.4608800779362577,0,1
3,user9,1,0.5568794100275926,1,1
3,user9,0,0.42335873737349333,0,1
3,user9,1,0.49009610729305986,0,0
3,user9,0,0.6383493565902576,1,0
3,user9,1,0.7811840873517902,1,1
3,user9,0,0.2811089781330986,0,1
3,user9,1,0.5141291474603386,1,1
3,user9,0,0.2895847320557351,0,1
3,user9,1,0.43657359446035404,0,0
3,user9,0,0.8860938625614124,1,0
3,user9,1,0.8996831691813806,1,1
3,user9,0,0.7452018797054637,1,0
3,user9,1,0.928789022053009,1,1
3,user9,0,0.602655557915512,1,0
3,user9,1,0.7909590512912434,1,1
3,user9,0,0.6473808278575122,1,0
3,user9,1,0.8712638700719142,1,1
3,user9,0,0.7087865675153431,1,0
3,user9,1,0.6559178253831905,1,1
3,user9,0,0.622369870859811,1,0
3,user9,1,0.8113825635787782,1,1
3,user9,0,0.39405832741989466,0,1
3,user9,1,0.41794658598274664,0,0
3,user9,0,0.4880003229300996,0,1
3,user9,1,0.6201715356600611,1,1
3,user9,0,0.6561432193875013,1,0
3,user9,1,0.7164266983006937,1,1
4,user19,0,0.390455412737683,0,1
4,user19,1,0.4750059236489877,0,0
4,user19,0,0.7898376377184703,1,0
4,user19,1,0.8187559078781073,1,1
4,user19,0,0.34206972732134583,0,1
4,user19,1,0.6109582466900985,1,1
4,user19,0,0.44942324951181833,0,1
4,user19,1,0.7525214824986498,1,1
4,user19,0,0.7246186388029476,1,0
4,user19,1,0.848224611850256,1,1
4,user19,0,0.6165024487068768,1,0
4,user19,1,0.7140484459976326,1,1
4,user19,0,0.6586087257912234,1,0
4,user19,1,0.7235296003246242,1,1
4,user19,0,0.44601314854310337,0,1
4,user19,1,0.6889231315466866,1,1
4,user19,0,0.6140999970811573,1,0
4,user19,1,0.788282018376783,1,1
4,user19,0,0.7336818560065007,1,0
4,user19,1,0.9088197766533326,1,1
4,user19,0,0.6002712858580038,1,0
4,user19,1,0.7873896502510255,1,1
4,user19,0,0.6483843553777493,1,0
4,user19,1,0.7252230521905314,1,1
4,user19,0,0.28628955587352733,0,1
4,user19,1,0.4621061579937772,0,0
4,user19,0,0.4626154803206255,0,1
4,user19,1,0.6497342234285115,1,1
4,user19,0,0.8868964323612472,1,0
4,user19,1,0.8705050896832465,1,1
4,user19,0,0.8008975457376063,1,0
4,user19,1,0.8423449304501793,1,1
4,user19,0,0.20865232226268107,0,1
4,user19,1,0.38051339515648497,0,0
4,user19,0,0.2921123011073693,0,1
4,user19,1,0.3893446070852152,0,0
4,user2,0,0.5178011828461917,1,0
4,user2,1,0.7295346557240244,1,1
4,user2,0,0.2108649617426537,0,1
4,user2,1,0.4172790403627424,0,0
4,user2,0,0.0810135526391036,0,1
4,user2,1,0.26652176203343225,0,0
4,user2,0,0.2651704321463943,0,1
4,user2,1,0.38973899222158326,0,0
4,user2,0,0.4116403949350388,0,1
4,user2,1,0.6348561865891515,1,1
4,user2,0,0.513760485559046,1,0
4,user2,1,0.5044738216575415,1,1
4,user2,0,0.1558054111739766,0,1
4,user2,1,0.2655349602753191,0,0
4,user2,0,0.41916101296685876,0,1
4,user2,1,0.8041971922107752,1,1
4,user2,0,0.3502927997265467,0,1
4,user2,1,0.4351766300999124,0,0
4,user2,0,0.8278384202150751,1,0
4,user2,1,0.9615397019756586,1,1
4,user2,0,0.35822174336054463,0,1
4,user2,1,0.6062759040759081,1,1
4,user23,0,0.54367031322154,1,0
4,user23,1,0.7068561175000923,1,1
4,user23,0,0.770904128924431,1,0
4,user23,1,0.8467840537478226,1,1
4,user23,0,0.2873881489991701,0,1
4,user23,1,0.5645391161368895,1,1
4,user23,0,0.6146093075928623,1,0
4,user23,1,0.7772672724576349,1,1
4,user23,0,0.4162388108619988,0,1
4,user23,1,0.7555822186508669,1,1
4,user23,0,0.6168129174099296,1,0
4,user23,1,0.6611389360585758,1,1
4,user23,0,0.5350949306316091,1,0
4,user23,1,0.4899558200177579,0,0
4,user23,0,0.625086885695552,1,0
4,user23,1,0.7555643361980477,1,1
4,user23,0,0.5800880670773837,1,0
4,user23,1,0.6848558522609234,1,1
4,user23,0,0.523808285784577,1,0
4,user23,1,0.820690637878083,1,1
4,user23,0,0.3469399981291941,0,1
4,user23,1,0.3114388927803631,0,0
4,user23,0,0.4702447781110695,0,1
4,user23,1,0.5879716929365286,1,1
4,user23,0,0.7766444364827397,1,0
4,user23,1,0.4909569676414867,0,0
4,user23,0,0.8310890662523778,1,0
4,user23,1,0.8749952745264308,1,1
4,user23,0,0.7819388023978163,1,0
4,user23,1,0.8861431994789298,1,1
4,user23,0,0.503344283977131,1,0
4,user23,1,0.7163636129128791,1,1
4,user23,0,0.5141073160319123,1,0
4,user23,1,0.8777311721682148,1,1
4,user23,0,0.4062046558154413,0,1
4,user23,1,0.7368184325891444,1,1
