fold,user,truth,clock,gbm,clock_margin,gap,lrat,adj_truth,adj_clock,adj_gbm
0,user22,"(0, 1)","(0, 1)","(1, 2)",0.3524629236905521,81.0,0.15927626767607062,True,True,True
0,user22,"(0, 2)","(0, 1)","(0, 2)",0.05573522710110379,151.0,0.3932698350143462,False,True,False
0,user22,"(1, 2)","(0, 1)","(1, 2)",0.35220487034338355,70.0,0.23399356733827556,True,True,True
0,user22,"(0, 1)","(0, 1)","(0, 1)",0.47991601538572026,141.19999999925494,0.19429312282535,True,True,True
0,user22,"(0, 2)","(0, 2)","(1, 2)",0.7197034445065692,230.5,0.4536316663763041,False,False,True
0,user22,"(1, 2)","(0, 1)","(0, 1)",0.44013349449169625,89.30000000074506,0.25933854355095404,True,True,True
0,user22,"(0, 1)","(0, 1)","(0, 1)",0.3267766924039329,66.19999999925494,0.22705745063534608,True,True,True
0,user22,"(0, 2)","(0, 2)","(0, 2)",0.6590468289140556,134.79999999701977,0.6931471805599453,False,False,False
0,user22,"(1, 2)","(0, 1)","(0, 1)",0.25361267399050136,68.59999999776483,0.46608972992459924,True,True,True
0,user22,"(0, 1)","(0, 1)","(1, 2)",0.34677162030201014,81.80000000074506,0.1502822030493379,True,True,True
0,user22,"(0, 2)","(0, 2)","(0, 2)",0.8481194326778889,147.80000000074506,0.9085686857802447,False,False,False
0,user22,"(1, 2)","(1, 2)","(1, 2)",0.4115721389597966,66.0,0.7582864827309068,True,True,True
0,user22,"(0, 1)","(0, 1)","(1, 2)",0.10674691895863553,56.900000002235174,0.5130210143294264,True,True,True
0,user22,"(0, 2)","(0, 1)","(0, 1)",0.3882532865376114,144.0,0.2964927021339359,False,True,True
0,user22,"(1, 2)","(1, 2)","(1, 2)",0.4737065503288411,87.09999999776483,-0.21652831219549049,True,True,True
0,user4,"(0, 1)","(0, 1)","(1, 2)",0.04501778986630578,122.29999999888241,-0.06820825002653358,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",0.8545013928261089,261.7999999988824,0.44445055482111806,False,False,False
0,user4,"(1, 2)","(0, 2)","(0, 2)",0.16846688551554334,139.5,0.5126588048476517,True,False,False
0,user4,"(0, 1)","(0, 2)","(0, 2)",0.5447282785894986,700.1999999992549,0.0446724400515926,True,False,False
0,user4,"(0, 2)","(0, 2)","(0, 2)",1.6985222565507199,827.8999999985099,0.4836890823309898,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 1)",0.19348897638145612,127.69999999925494,0.4390166422793972,True,True,True
0,user4,"(0, 1)","(0, 1)","(0, 1)",0.27790203684842074,152.5,0.30466040898619884,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",1.0849657115303142,227.30000000074506,0.5787368293822011,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 1)",0.387993502454131,74.80000000074506,0.2740764203960024,True,True,True
0,user4,"(0, 1)","(1, 2)","(0, 1)",0.23068784600351,130.0,-0.16616611657166938,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",1.192541745520963,389.40000000037253,0.40739003651774874,False,False,False
0,user4,"(1, 2)","(0, 2)","(0, 2)",1.2368169276938739,259.40000000037253,0.5735561530894182,True,False,False
0,user4,"(0, 1)","(0, 1)","(0, 1)",0.07061789961655052,134.0,-0.06124362524071867,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",0.48620724442148044,243.80000000074506,0.3442214828674457,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 1)",0.44561377542744784,109.80000000074506,0.4054651081081644,True,True,True
0,user4,"(0, 1)","(0, 1)","(0, 1)",0.21552272968641284,83.19999999925494,0.049723435352430574,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",0.07706368385358009,168.40000000037253,0.38150082766943577,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 1)",0.42634197606105373,85.20000000111759,0.3317773923170052,True,True,True
0,user4,"(0, 1)","(0, 2)","(0, 2)",0.012246736717796969,217.0,0.21656458021616737,True,False,False
0,user4,"(0, 2)","(0, 2)","(0, 2)",1.752619924355042,350.90000000037253,0.663876798259832,False,False,False
0,user4,"(1, 2)","(0, 1)","(1, 2)",0.0921683925923823,133.90000000037253,0.44731221804366483,True,True,True
0,user4,"(0, 1)","(0, 1)","(0, 1)",0.4389785872149229,171.0,0.14809617091855215,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",1.2366467729212447,288.59999999962747,0.5326545942074028,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 1)",0.47049370605585683,117.59999999962747,0.38455842328885076,True,True,True
0,user4,"(0, 1)","(1, 2)","(0, 1)",0.2182305231145767,145.89999999850988,-0.16419039427544144,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",0.12736313276514466,316.19999999925494,0.05737711258330243,False,False,False
0,user4,"(1, 2)","(0, 1)","(1, 2)",0.31734037364882994,170.30000000074506,0.22156750685874405,True,True,True
0,user4,"(0, 1)","(0, 2)","(0, 1)",0.2871778771210449,438.69999999925494,-0.0020140993717012562,True,False,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",1.3613597801569353,551.5,0.3543734469504532,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 1)",0.4796419619478537,112.80000000074506,0.35638754632215436,True,True,True
0,user4,"(0, 1)","(1, 2)","(0, 1)",0.5833154898446695,113.39999999850988,-0.2611024346470689,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",0.03937693328651126,230.19999999925494,0.19485883747562777,False,False,False
0,user4,"(1, 2)","(0, 1)","(0, 2)",0.2931699273904558,116.80000000074506,0.4559612721226966,True,True,False
0,user4,"(0, 1)","(0, 1)","(1, 2)",0.17346772342077987,192.60000000149012,-0.01324522675002068,True,True,True
0,user4,"(0, 2)","(0, 2)","(0, 2)",0.7530272581476595,343.5,0.29213642280116114,False,False,False
0,user4,"(1, 2)","(0, 1)","(1, 2)",0.2923382262038928,150.89999999850988,0.3053816495511819,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 2)",0.25632012518510927,185.2999999988824,0.025975486403260736,True,True,False
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.6142245982982737,298.40000000037253,0.6431367599852839,False,False,False
0,user6,"(1, 2)","(0, 2)","(0, 2)",0.15378709204835717,113.10000000149012,0.6171612735820233,True,False,False
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.22139077806998686,124.09999999962747,0.44569579483549326,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.0153560559473984,191.40000000037253,1.1437812570360213,False,False,False
0,user6,"(1, 2)","(1, 2)","(0, 1)",0.22094054327099866,67.30000000074506,0.6980854622005279,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.43518401069260804,96.30000000074506,0.20479441264601322,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",0.856659089261771,168.60000000149012,0.636576829071551,False,False,False
0,user6,"(1, 2)","(0, 1)","(1, 2)",0.31087905437885655,72.30000000074506,0.43178241642553783,True,True,True
0,user6,"(0, 1)","(0, 1)","(1, 2)",0.38647954584215316,84.40000000037253,0.18442903913351932,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.1571292588392226,226.40000000037253,0.6026331730191135,False,False,False
0,user6,"(1, 2)","(0, 1)","(0, 2)",0.08184189288041122,142.0,0.4182041338855941,True,True,False
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.2869463977720921,69.09999999962747,0.14974538635934198,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 1)",0.44995079382952596,120.5,0.6734744149612405,False,False,True
0,user6,"(1, 2)","(0, 1)","(1, 2)",0.03773753229761234,51.40000000037253,0.5237290286018985,True,True,True
0,user6,"(0, 1)","(0, 2)","(0, 1)",0.24264524950194666,143.0,0.52401625195194,True,False,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.032577124659754,233.80000000074506,1.2726147370480996,False,False,False
0,user6,"(1, 2)","(1, 2)","(1, 2)",0.055720860447282194,90.80000000074506,0.7485984850961596,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.33527143209219545,79.5,0.14785144639927122,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",0.8041902343161248,173.90000000037253,0.6069260051128165,False,False,False
0,user6,"(1, 2)","(0, 1)","(1, 2)",0.3633453439805745,94.40000000037253,0.45907455871354524,True,True,True
0,user6,"(0, 1)","(0, 2)","(0, 2)",0.8324632620040973,577.8000000007451,0.1274449465681203,True,False,False
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.7230508620684777,994.7000000011176,0.5426662296216495,False,False,False
0,user6,"(1, 2)","(0, 2)","(0, 2)",1.2818508836526472,416.90000000037253,0.415221283053529,True,False,False
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.37627181257135844,132.7999999988824,0.09754315430863729,True,True,True
0,user6,"(0, 2)","(0, 2)","(1, 2)",0.37622717251842175,246.69999999925494,0.2963940130538024,False,False,True
0,user6,"(1, 2)","(0, 1)","(0, 1)",0.4629018617420688,113.90000000037253,0.19885085874516517,True,True,True
0,user6,"(0, 1)","(0, 1)","(1, 2)",0.3896212008526525,107.09999999962747,0.12921173148000625,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",0.9567128538032911,185.5,0.6248279365824682,False,False,False
0,user6,"(1, 2)","(0, 1)","(1, 2)",0.2636383450762807,78.40000000037253,0.49561620510246196,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.32982215944635596,78.20000000111759,0.147809504488811,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",0.12900087594570264,134.59999999962747,0.5184884965115598,False,False,False
0,user6,"(1, 2)","(0, 1)","(0, 1)",0.2493595434827317,56.399999998509884,0.3706789920227488,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.277469873323261,114.89999999850988,0.044124804908938095,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.9454311156604536,706.5999999996275,0.6578078141146365,False,False,False
0,user6,"(1, 2)","(0, 2)","(0, 2)",1.9025779224329977,591.7000000011176,0.6136830092056985,True,False,False
0,user6,"(0, 1)","(0, 1)","(1, 2)",0.1875334253096671,129.0,0.4353180712578455,True,True,True
0,user6,"(0, 2)","(0, 2)","(1, 2)",0.16798949184748946,238.19999999925494,0.23052365861183235,False,False,True
0,user6,"(1, 2)","(1, 2)","(1, 2)",0.3818591849161963,109.19999999925494,-0.20479441264601328,True,True,True
0,user6,"(0, 1)","(0, 2)","(0, 1)",0.11186009668038388,98.0,0.7783049889002521,True,False,True
0,user6,"(0, 2)","(0, 1)","(0, 2)",0.3085304486492412,190.80000000074506,0.15415067982725836,False,True,False
0,user6,"(1, 2)","(1, 2)","(1, 2)",2.4924451469632087,92.80000000074506,-0.6241543090729939,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.40877799304453655,79.19999999925494,0.2905848321097423,True,True,True
0,user6,"(0, 2)","(0, 1)","(0, 2)",0.2610633687850481,145.69999999925494,0.3382128810989969,False,True,False
0,user6,"(1, 2)","(0, 1)","(0, 1)",0.13202391361231414,66.5,0.047628048989254664,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.4396129602928771,90.5,0.2455004584154862,True,True,True
0,user6,"(0, 2)","(0, 2)","(0, 2)",1.0829448642628101,178.5,0.6863674935745665,False,False,False
0,user6,"(1, 2)","(0, 1)","(1, 2)",0.3651695887900608,88.0,0.44086703515908027,True,True,True
0,user6,"(0, 1)","(0, 1)","(0, 1)",0.17519348596100015,66.5,0.07410797215372183,True,True,True
0,user6,"(0, 2)","(0, 1)","(0, 1)",0.37148025897780257,133.5,0.34905101882807305,False,True,True
0,user6,"(1, 2)","(0, 1)","(1, 2)",0.3461515816060735,67.0,0.2749430466743511,True,True,True
1,user1,"(0, 1)","(0, 2)","(0, 2)",2.0511944792575525,703.0999999996275,0.051767565205072266,True,False,False
1,user1,"(0, 2)","(0, 2)","(0, 2)",4.007088283369582,1008.6999999992549,1.0206507471983979,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",2.112754811090626,305.59999999962747,0.9688831819933256,True,False,False
1,user1,"(0, 1)","(0, 2)","(0, 1)",0.6245674548770209,393.2000000011176,-0.06959329179919523,True,False,True
1,user1,"(0, 2)","(0, 2)","(0, 2)",3.050792664043101,655.4000000003725,0.4539174914941112,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",1.4861565910499817,262.19999999925494,0.5235107832933064,True,False,False
1,user1,"(0, 1)","(1, 2)","(0, 1)",0.11788876511011515,75.5,-0.07777770104268426,True,True,True
1,user1,"(0, 2)","(0, 2)","(0, 2)",0.7813483486345535,153.59999999962747,0.7230001437096264,False,False,False
1,user1,"(1, 2)","(1, 2)","(0, 1)",0.6268317407974687,78.09999999962747,0.8007778447523106,True,True,True
1,user1,"(0, 1)","(0, 2)","(0, 1)",0.7351823620963706,388.2000000011176,-0.03761686357130672,True,False,True
1,user1,"(0, 2)","(0, 2)","(0, 2)",2.929656131148672,670.9000000003725,0.37590630586662,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",1.3148930721332155,282.69999999925494,0.41352316943792683,True,False,False
1,user1,"(0, 1)","(0, 2)","(0, 2)",0.9108648811344983,304.69999999925494,0.20052116275159224,True,False,False
1,user1,"(0, 2)","(0, 2)","(0, 2)",3.2249388708554467,604.5999999996275,0.6811069013278646,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",1.6979434946101775,299.90000000037253,0.4805857385762724,True,False,False
1,user1,"(0, 1)","(0, 2)","(0, 2)",0.7700553904356939,456.5,-0.0948792381902435,True,False,False
1,user1,"(0, 2)","(0, 2)","(0, 2)",2.6742201953312366,733.1999999992549,0.22195941855299298,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",0.962702597287086,276.69999999925494,0.3168386567432364,True,False,False
1,user1,"(0, 1)","(1, 2)","(1, 2)",0.21800757983691788,139.5,-0.19979618731721863,True,True,True
1,user1,"(0, 2)","(0, 2)","(0, 2)",0.6860217278443193,200.59999999962747,0.4855078157817008,False,False,False
1,user1,"(1, 2)","(1, 2)","(0, 1)",0.5758075513871213,61.09999999962747,0.6853040030989194,True,True,True
1,user1,"(0, 1)","(0, 1)","(0, 2)",0.1192602549597338,231.5,0.06782259633876109,True,True,False
1,user1,"(0, 2)","(0, 2)","(0, 2)",2.2167817448247797,413.40000000037253,0.4120440792062069,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",0.006855253135564343,181.90000000037253,0.3442214828674457,True,False,False
1,user1,"(0, 1)","(0, 2)","(0, 2)",0.20188985313755903,263.59999999962747,0.0620724286423777,True,False,False
1,user1,"(0, 2)","(0, 2)","(0, 2)",2.5320750050565604,451.09999999962747,0.5039051809214169,False,False,False
1,user1,"(1, 2)","(0, 2)","(0, 2)",0.3820262655042549,187.5,0.44183275227903923,True,False,False
1,user16,"(0, 1)","(0, 1)","(0, 1)",0.18551972533595906,96.60000000149012,-0.023392879574705462,True,True,True
1,user16,"(0, 2)","(0, 2)","(0, 2)",1.09398702000425,176.10000000149012,0.8957922103258141,False,False,False
1,user16,"(1, 2)","(1, 2)","(1, 2)",0.587661777337585,79.5,0.9191850899005196,True,True,True
1,user16,"(0, 1)","(1, 2)","(0, 1)",0.5136746878655615,88.30000000074506,-0.23582871084152554,True,True,True
1,user16,"(0, 2)","(0, 1)","(0, 2)",0.08206422265104463,179.59999999776483,0.3237870770938972,False,True,False
1,user16,"(1, 2)","(0, 1)","(1, 2)",0.1256627007888682,91.29999999701977,0.5596157879354227,True,True,True
1,user16,"(0, 1)","(0, 1)","(0, 1)",0.4989956486239461,100.80000000074506,0.34110723912536145,True,True,True
1,user16,"(0, 2)","(0, 2)","(0, 2)",0.9781397849359657,183.90000000223517,0.6206921013445229,False,False,False
1,user16,"(1, 2)","(0, 1)","(1, 2)",0.4052494670835497,83.10000000149012,0.2795848622191615,True,True,True
1,user16,"(0, 1)","(0, 1)","(0, 2)",0.45227076488426876,186.09999999776483,0.0870113769896297,True,True,False
1,user16,"(0, 2)","(0, 2)","(0, 2)",1.8195432689051692,273.19999999925494,0.6325225587435105,False,False,False
1,user16,"(1, 2)","(0, 1)","(1, 2)",0.12738505562456037,87.10000000149012,0.5455111817538808,True,True,True
1,user16,"(0, 1)","(0, 1)","(0, 1)",0.4427180100629746,88.60000000149012,0.30715417586460125,True,True,True
1,user16,"(0, 2)","(0, 1)","(0, 2)",0.119946223633707,152.60000000149012,0.42634269312971956,False,True,False
1,user16,"(1, 2)","(0, 1)","(1, 2)",0.09170302568414179,64.0,0.11918851726511835,True,True,True
1,user16,"(0, 1)","(0, 1)","(0, 1)",0.023702197220154764,208.39999999850988,-0.0977977432761265,True,True,True
1,user16,"(0, 2)","(0, 2)","(0, 2)",2.0268670595784344,320.0999999977648,0.5647660139117384,False,False,False
1,user16,"(1, 2)","(0, 2)","(0, 1)",0.07459257869752811,111.69999999925494,0.662563757187865,True,False,True
1,user16,"(0, 1)","(0, 1)","(0, 1)",0.5175079534470242,101.69999999925494,0.21130909366720696,True,True,True
1,user16,"(0, 2)","(0, 2)","(0, 2)",0.4787972376666927,188.09999999776483,0.468644009729696,False,False,False
1,user16,"(1, 2)","(0, 1)","(1, 2)",0.4338503239095517,86.39999999850988,0.25733491606248904,True,True,True
1,user16,"(0, 1)","(0, 1)","(0, 2)",0.6094956602120375,144.5,0.2814124594381855,True,True,False
1,user16,"(0, 2)","(0, 2)","(0, 2)",0.9326892129140718,230.5,0.458746474721101,False,False,False
1,user16,"(1, 2)","(0, 1)","(1, 2)",0.4029305574091734,86.0,0.17733401528291545,True,True,True
1,user16,"(0, 1)","(0, 2)","(0, 2)",1.2516577996375369,293.69999999925494,0.359933723300211,True,False,False
1,user16,"(0, 2)","(0, 2)","(0, 2)",2.6249541226845254,603.6000000014901,0.31638547805447553,False,False,False
1,user16,"(1, 2)","(0, 2)","(1, 2)",0.3135993821823805,309.9000000022352,-0.043548245245735355,True,False,True
1,user16,"(0, 1)","(0, 1)","(0, 2)",0.06935509200448065,229.09999999776483,0.1031842362352308,True,True,False
1,user16,"(0, 2)","(0, 2)","(0, 2)",1.2711803453877368,347.8999999985099,0.1941560144409574,False,False,False
1,user16,"(1, 2)","(0, 1)","(0, 1)",0.47075159299505887,118.80000000074506,0.09097177820572679,True,True,True
1,user16,"(0, 1)","(0, 1)","(0, 1)",0.2757244895783848,77.5,0.12160713209478698,True,True,True
