split,fold,block_id,block_size,candidate_rank,candidate_score,candidate_pool,candidate_cardinality,is_selected
oof,0,f0b000,2,15,39.13932155466554,Jumping jacks||Pouring||Running||Standing up||Stretching||Taking a selfie||Using a phone||Writing,8,0
oof,0,f0b000,2,16,37.09884568205574,Jumping jacks||Mopping||Running||Standing up||Stretching||Taking a selfie||Using a phone||Writing,8,0
oof,0,f0b000,2,17,36.781497496664095,Grabbing utensils||Jumping jacks||Pouring||Running||Standing up||Stretching||Taking a selfie||Using a phone,8,0
oof,0,f0b000,2,18,36.781497496664095,Jumping jacks||Mopping||Pouring||Running||Standing up||Stretching||Taking a selfie||Using a phone,8,0
oof,0,f0b000,2,19,36.25158677145545,Jumping jacks||Listening to the music with headphones||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,20,34.74102162405429,Grabbing utensils||Jumping jacks||Mopping||Running||Standing up||Stretching||Taking a selfie||Using a phone,8,0
oof,0,f0b000,2,21,34.21111089884565,Jumping jacks||Listening to the music with headphones||Mopping||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,22,33.716421374772864,Jumping jacks||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone||Writing,9,0
oof,0,f0b000,2,23,31.67594550216306,Jumping jacks||Mopping||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone||Writing,9,0
oof,0,f0b000,2,24,31.358597316771416,Grabbing utensils||Jumping jacks||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,25,31.358597316771416,Jumping jacks||Mopping||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,26,29.67448695134813,Jumping jacks||Listening to the music with headphones||Mopping||Pouring||Running||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,27,29.318121444161612,Grabbing utensils||Jumping jacks||Mopping||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,28,27.139321554665543,Jumping jacks||Mopping||Pouring||Running||Standing up||Stretching||Taking a selfie||Using a phone||Writing,9,0
oof,0,f0b000,2,29,24.781497496664095,Grabbing utensils||Jumping jacks||Mopping||Pouring||Running||Standing up||Stretching||Taking a selfie||Using a phone,9,0
oof,0,f0b000,2,30,24.25158677145545,Jumping jacks||Listening to the music with headphones||Mopping||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,10,0
oof,0,f0b000,2,31,21.716421374772864,Jumping jacks||Mopping||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone||Writing,10,0
oof,0,f0b000,2,32,19.358597316771416,Grabbing utensils||Jumping jacks||Mopping||Pouring||Running||Squats||Standing up||Stretching||Taking a selfie||Using a phone,10,0
oof,0,f0b001,3,1,116.83282172793055,Listening to the music with headphones||Using a phone,2,1
oof,0,f0b001,3,2,106.84531842976507,Checking body temperature||Listening to the music with headphones||Using a phone,3,0
oof,0,f0b001,3,3,106.22349270333268,Listening to the music with headphones||Using a phone||Walking,3,0
oof,0,f0b001,3,4,105.78183734924998,Listening to the music with headphones||Turning a page||Using a phone,3,0
oof,0,f0b001,3,5,104.83282172793055,Grabbing utensils||Listening to the music with headphones||Using a phone,3,0
oof,0,f0b001,3,6,104.83282172793055,Listening to the music with headphones||Peeling fruit||Using a phone,3,0
oof,0,f0b001,3,7,96.2359894051672,Checking body temperature||Listening to the music with headphones||Using a phone||Walking,4,0
oof,0,f0b001,3,8,95.7943340510845,Checking body temperature||Listening to the music with headphones||Turning a page||Using a phone,4,0
oof,0,f0b001,3,9,95.17250832465211,Listening to the music with headphones||Turning a page||Using a phone||Walking,4,0
oof,0,f0b001,3,10,94.84531842976507,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Using a phone,4,0
oof,0,f0b001,3,11,94.84531842976507,Checking body temperature||Listening to the music with headphones||Peeling fruit||Using a phone,4,0
oof,0,f0b001,3,12,94.22349270333268,Grabbing utensils||Listening to the music with headphones||Using a phone||Walking,4,0
oof,0,f0b001,3,13,94.22349270333268,Listening to the music with headphones||Peeling fruit||Using a phone||Walking,4,0
oof,0,f0b001,3,14,93.78183734924998,Grabbing utensils||Listening to the music with headphones||Turning a page||Using a phone,4,0
oof,0,f0b001,3,15,93.78183734924998,Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone,4,0
oof,0,f0b001,3,16,92.83282172793055,Grabbing utensils||Listening to the music with headphones||Peeling fruit||Using a phone,4,0
oof,0,f0b001,3,17,85.18500502648664,Checking body temperature||Listening to the music with headphones||Turning a page||Using a phone||Walking,5,0
oof,0,f0b001,3,18,84.2359894051672,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Using a phone||Walking,5,0
oof,0,f0b001,3,19,84.2359894051672,Checking body temperature||Listening to the music with headphones||Peeling fruit||Using a phone||Walking,5,0
oof,0,f0b001,3,20,83.7943340510845,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Turning a page||Using a phone,5,0
oof,0,f0b001,3,21,83.79433405108449,Checking body temperature||Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone,5,0
oof,0,f0b001,3,22,83.17250832465211,Grabbing utensils||Listening to the music with headphones||Turning a page||Using a phone||Walking,5,0
oof,0,f0b001,3,23,83.17250832465211,Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone||Walking,5,0
oof,0,f0b001,3,24,82.84531842976507,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Peeling fruit||Using a phone,5,0
oof,0,f0b001,3,25,82.22349270333268,Grabbing utensils||Listening to the music with headphones||Peeling fruit||Using a phone||Walking,5,0
oof,0,f0b001,3,26,81.78183734924998,Grabbing utensils||Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone,5,0
oof,0,f0b001,3,27,73.18500502648664,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Turning a page||Using a phone||Walking,6,0
oof,0,f0b001,3,28,73.18500502648664,Checking body temperature||Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone||Walking,6,0
oof,0,f0b001,3,29,72.2359894051672,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Peeling fruit||Using a phone||Walking,6,0
oof,0,f0b001,3,30,71.79433405108449,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone,6,0
oof,0,f0b001,3,31,71.17250832465211,Grabbing utensils||Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone||Walking,6,0
oof,0,f0b001,3,32,66.37511238883343,Mopping||Playing games||Using a phone||Watching TV||Wiping surface,5,0
oof,0,f0b001,3,33,61.185005026486635,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Peeling fruit||Turning a page||Using a phone||Walking,7,0
oof,0,f0b001,3,34,58.080764404623835,Lying down||Mopping||Using a phone||Watching TV||Wiping surface,5,0
oof,0,f0b001,3,35,56.387609090667944,Checking body temperature||Mopping||Playing games||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,36,55.765783364235546,Mopping||Playing games||Using a phone||Walking||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,37,55.324128010152855,Mopping||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,38,54.37511238883342,Grabbing utensils||Mopping||Playing games||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,39,54.37511238883342,Mopping||Peeling fruit||Playing games||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,40,48.09326110645836,Checking body temperature||Lying down||Mopping||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,41,47.47143538002597,Lying down||Mopping||Using a phone||Walking||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,42,47.269213946299054,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard,6,0
oof,0,f0b001,3,43,47.26921394629904,Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard,6,0
oof,0,f0b001,3,44,47.02978002594327,Lying down||Mopping||Turning a page||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,45,46.080764404623835,Grabbing utensils||Lying down||Mopping||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,46,46.080764404623835,Lying down||Mopping||Peeling fruit||Using a phone||Watching TV||Wiping surface,6,0
oof,0,f0b001,3,47,45.77828006607007,Checking body temperature||Mopping||Playing games||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,48,45.336624711987376,Checking body temperature||Mopping||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,49,44.71479898555498,Mopping||Playing games||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,50,44.387609090667944,Checking body temperature||Grabbing utensils||Mopping||Playing games||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,51,44.387609090667944,Checking body temperature||Mopping||Peeling fruit||Playing games||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,52,43.765783364235546,Grabbing utensils||Mopping||Playing games||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,53,43.765783364235546,Mopping||Peeling fruit||Playing games||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,54,43.324128010152855,Grabbing utensils||Mopping||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,55,43.324128010152855,Mopping||Peeling fruit||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,56,42.37511238883342,Grabbing utensils||Mopping||Peeling fruit||Playing games||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,57,37.483932081860495,Checking body temperature||Lying down||Mopping||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,58,37.281710648133576,Checking body temperature||Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard,7,0
oof,0,f0b001,3,59,37.281710648133576,Checking body temperature||Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard,7,0
oof,0,f0b001,3,60,37.04227672777779,Checking body temperature||Lying down||Mopping||Turning a page||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,61,36.65988492170118,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Walking,7,0
oof,0,f0b001,3,62,36.65988492170118,Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Walking,7,0
oof,0,f0b001,3,63,36.420451001345405,Lying down||Mopping||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,64,36.218229567618486,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Turning a page||Typing on a keyboard,7,0
oof,0,f0b001,3,65,36.218229567618486,Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Turning a page||Typing on a keyboard,7,0
oof,0,f0b001,3,66,36.111919162506524,Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Typing on a keyboard||Walking,7,0
oof,0,f0b001,3,67,36.111919162506524,Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Undressing||Walking,7,0
oof,0,f0b001,3,68,36.111919162506524,Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Typing on a keyboard||Walking,7,0
oof,0,f0b001,3,69,36.111919162506524,Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Undressing||Walking,7,0
oof,0,f0b001,3,70,36.09326110645836,Checking body temperature||Grabbing utensils||Lying down||Mopping||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,71,36.09326110645836,Checking body temperature||Lying down||Mopping||Peeling fruit||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,72,35.47143538002597,Grabbing utensils||Lying down||Mopping||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,73,35.47143538002597,Lying down||Mopping||Peeling fruit||Using a phone||Walking||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,74,35.269213946299054,Folding clothes||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard,7,0
oof,0,f0b001,3,75,35.269213946299054,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Typing on a keyboard,7,0
oof,0,f0b001,3,76,35.26921394629904,Folding clothes||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard,7,0
oof,0,f0b001,3,77,35.26921394629904,Folding clothes||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Typing on a keyboard,7,0
oof,0,f0b001,3,78,35.02978002594327,Grabbing utensils||Lying down||Mopping||Turning a page||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,79,35.02978002594327,Lying down||Mopping||Peeling fruit||Turning a page||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,80,34.7272956873895,Checking body temperature||Mopping||Playing games||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,81,34.7212481871044,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Typing on a keyboard,7,0
oof,0,f0b001,3,82,34.7212481871044,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Undressing,7,0
oof,0,f0b001,3,83,34.721248187104386,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Typing on a keyboard,7,0
oof,0,f0b001,3,84,34.721248187104386,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Undressing,7,0
oof,0,f0b001,3,85,34.080764404623835,Grabbing utensils||Lying down||Mopping||Peeling fruit||Using a phone||Watching TV||Wiping surface,7,0
oof,0,f0b001,3,86,33.77828006607007,Checking body temperature||Grabbing utensils||Mopping||Playing games||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,87,33.77828006607007,Checking body temperature||Mopping||Peeling fruit||Playing games||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,88,33.336624711987376,Checking body temperature||Grabbing utensils||Mopping||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,89,33.336624711987376,Checking body temperature||Mopping||Peeling fruit||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,90,32.71479898555498,Grabbing utensils||Mopping||Playing games||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,91,32.71479898555498,Mopping||Peeling fruit||Playing games||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,92,32.387609090667944,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Playing games||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,93,31.765783364235546,Grabbing utensils||Mopping||Peeling fruit||Playing games||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,94,31.324128010152855,Grabbing utensils||Mopping||Peeling fruit||Playing games||Turning a page||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,95,26.6723816235357,Checking body temperature||Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,96,26.6723816235357,Checking body temperature||Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,97,26.432947703179927,Checking body temperature||Lying down||Mopping||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,98,26.230726269453008,Checking body temperature||Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,99,26.230726269453008,Checking body temperature||Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,100,26.124415864341046,Checking body temperature||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,101,26.124415864341046,Checking body temperature||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,102,26.124415864341046,Checking body temperature||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,103,26.124415864341046,Checking body temperature||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,104,25.60890054302061,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Turning a page||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,105,25.60890054302061,Folding clothes||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Turning a page||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,106,25.483932081860495,Checking body temperature||Grabbing utensils||Lying down||Mopping||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,107,25.483932081860495,Checking body temperature||Lying down||Mopping||Peeling fruit||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,108,25.281710648133576,Checking body temperature||Folding clothes||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard,8,0
oof,0,f0b001,3,109,25.281710648133576,Checking body temperature||Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Typing on a keyboard,8,0
oof,0,f0b001,3,110,25.281710648133576,Checking body temperature||Folding clothes||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard,8,0
oof,0,f0b001,3,111,25.281710648133576,Checking body temperature||Folding clothes||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Typing on a keyboard,8,0
oof,0,f0b001,3,112,25.060934783825957,Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Turning a page||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,113,25.060934783825957,Getting dressed||Listening to the music with headphones||Massaging oneself||Pouring||Turning a page||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,114,25.060934783825957,Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Turning a page||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,115,25.060934783825957,Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Turning a page||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,116,25.04227672777779,Checking body temperature||Grabbing utensils||Lying down||Mopping||Turning a page||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,117,25.04227672777779,Checking body temperature||Lying down||Mopping||Peeling fruit||Turning a page||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,118,24.733744888938922,Checking body temperature||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Typing on a keyboard,8,0
oof,0,f0b001,3,119,24.733744888938922,Checking body temperature||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Undressing,8,0
oof,0,f0b001,3,120,24.733744888938922,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Typing on a keyboard,8,0
oof,0,f0b001,3,121,24.733744888938922,Checking body temperature||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Undressing,8,0
oof,0,f0b001,3,122,24.659884921701178,Folding clothes||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,123,24.659884921701178,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,124,24.659884921701178,Folding clothes||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,125,24.659884921701178,Folding clothes||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,126,24.420451001345405,Grabbing utensils||Lying down||Mopping||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,127,24.420451001345405,Lying down||Mopping||Peeling fruit||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,128,24.218229567618486,Folding clothes||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,129,24.218229567618486,Folding clothes||Getting dressed||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,130,24.21822956761848,Folding clothes||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,131,24.21822956761848,Folding clothes||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,132,24.111919162506524,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,133,24.111919162506524,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,134,24.111919162506524,Getting dressed||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Standing up||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,135,24.111919162506524,Getting dressed||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,136,24.111919162506524,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,137,24.111919162506524,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,138,24.111919162506524,Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Standing up||Stirring||Typing on a keyboard||Walking,8,0
oof,0,f0b001,3,139,24.111919162506524,Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Typing on a keyboard||Undressing||Walking,8,0
oof,0,f0b001,3,140,24.093261106458357,Checking body temperature||Grabbing utensils||Lying down||Mopping||Peeling fruit||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,141,23.670263808423833,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,142,23.670263808423833,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Turning a page||Typing on a keyboard||Undressing,8,0
oof,0,f0b001,3,143,23.670263808423826,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Standing up||Stirring||Turning a page||Typing on a keyboard,8,0
oof,0,f0b001,3,144,23.670263808423826,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Pouring||Stirring||Turning a page||Typing on a keyboard||Undressing,8,0
oof,0,f0b001,3,145,23.471435380025973,Grabbing utensils||Lying down||Mopping||Peeling fruit||Using a phone||Walking||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,146,23.269213946299054,Folding clothes||Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Typing on a keyboard,8,0
oof,0,f0b001,3,147,23.269213946299047,Folding clothes||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Typing on a keyboard,8,0
oof,0,f0b001,3,148,23.029780025943268,Grabbing utensils||Lying down||Mopping||Peeling fruit||Turning a page||Using a phone||Watching TV||Wiping surface,8,0
oof,0,f0b001,3,149,22.7272956873895,Checking body temperature||Grabbing utensils||Mopping||Playing games||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,9,0
oof,0,f0b001,3,150,22.7272956873895,Checking body temperature||Mopping||Peeling fruit||Playing games||Turning a page||Using a phone||Walking||Watching TV||Wiping surface,9,0
oof,0,f0b001,3,151,22.7212481871044,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Standing up||Typing on a keyboard,8,0
oof,0,f0b001,3,152,22.7212481871044,Getting dressed||Grabbing utensils||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Typing on a keyboard||Undressing,8,0
oof,0,f0b001,3,153,22.721248187104393,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Standing up||Stirring||Typing on a keyboard,8,0
oof,0,f0b001,3,154,22.721248187104393,Grabbing utensils||Listening to the music with headphones||Massaging oneself||Peeling fruit||Pouring||Stirring||Typing on a keyboard||Undressing,8,0
oof,0,f0b001,3,155,21.778280066070067,Checking body temperature||Grabbing utensils||Mopping||Peeling fruit||Playing games||Using a phone||Walking||Watching TV||Wiping surface,9,0
